Candidate_ID,Job_Role,Source,Application_Date,Screening_Status,Technical_Interview,HR_Interview,Offer_Status,Offer_Accepted,Time_to_Hire_Days,CTC_Offered_LPA
2481,Software Engineer,Campus,2024-12-12,Rejected,Passed,Rejected,Offered,Pending,43,8.96
2482,HR Executive,Company Website,2024-06-18,Rejected,Passed,Passed,Not Offered,No,23,12.05
2483,Data Scientist,Campus,2024-01-02,Rejected,Passed,Pending,Not Offered,No,25,8.72
2484,Data Scientist,Company Website,2024-05-13,Passed,Passed,Passed,Not Offered,No,58,12.83
2485,Business Analyst,Campus,2024-05-06,Rejected,Rejected,Passed,Offered,Pending,48,5.99
2486,HR Executive,Company Website,2024-02-15,Rejected,Not Attended,Pending,Not Offered,No,18,3.59
2487,Business Analyst,Naukri,2024-07-12,Passed,Passed,Passed,Offered,Yes,35,8.8
2488,Data Analyst,Company Website,2024-12-27,Passed,Passed,Rejected,Offered,No,25,12.66
2489,HR Executive,Naukri,2024-07-27,Passed,Passed,Pending,Not Offered,Yes,21,3.19
2490,Data Analyst,Naukri,2024-10-22,Passed,Passed,Rejected,Offered,Pending,57,13.4
2491,Business Analyst,LinkedIn,2024-02-27,Passed,Not Attended,Pending,Not Offered,Pending,55,9.03
2492,HR Executive,Naukri,2024-03-18,Passed,Not Attended,Pending,Not Offered,Yes,28,19.88
2493,Business Analyst,Referral,2024-07-20,Passed,Passed,Passed,Offered,No,41,16.31
2494,HR Executive,Naukri,2024-10-15,Passed,Passed,Rejected,Offered,No,44,7.95
2495,Business Analyst,Company Website,2024-03-02,Passed,Not Attended,Passed,Not Offered,No,45,19.52
2496,Data Scientist,Naukri,2024-09-24,Rejected,Passed,Passed,Not Offered,No,38,7.73
2497,Business Analyst,Company Website,2024-05-05,Rejected,Rejected,Passed,Not Offered,Pending,51,4.84
2498,Data Scientist,Company Website,2024-02-18,Passed,Not Attended,Rejected,Not Offered,No,24,3.46
2499,Business Analyst,Referral,2024-03-28,Passed,Rejected,Pending,Offered,Pending,20,16.32
2500,HR Executive,Naukri,2024-11-29,Passed,Passed,Pending,Offered,No,53,8.42
2501,HR Executive,Naukri,2024-09-17,Passed,Passed,Rejected,Offered,Yes,46,19.73
2502,HR Executive,Campus,2024-06-27,Passed,Not Attended,Passed,Not Offered,Pending,16,13.51
2503,Software Engineer,Campus,2024-03-09,Rejected,Passed,Rejected,Not Offered,Yes,45,5.79
2504,Data Analyst,LinkedIn,2024-02-29,Passed,Passed,Pending,Offered,Pending,28,8.71
2505,HR Executive,Company Website,2024-10-28,Rejected,Rejected,Passed,Offered,No,17,11.71
2506,Data Scientist,Referral,2024-09-05,Rejected,Not Attended,Passed,Not Offered,Pending,38,15.27
2507,HR Executive,Campus,2024-06-17,Passed,Passed,Rejected,Not Offered,No,31,13.05
2508,Software Engineer,Naukri,2024-09-25,Passed,Passed,Rejected,Not Offered,Yes,42,7.42
2509,Data Scientist,LinkedIn,2024-12-29,Passed,Rejected,Pending,Offered,No,25,11.09
2510,Software Engineer,Referral,2024-04-21,Passed,Passed,Rejected,Not Offered,Pending,57,6.68
2511,Data Scientist,Naukri,2024-04-09,Passed,Passed,Passed,Not Offered,Pending,7,8.95
2512,Business Analyst,Naukri,2024-08-02,Rejected,Not Attended,Passed,Not Offered,Pending,53,7.85
2513,Data Analyst,Company Website,2024-04-22,Rejected,Passed,Pending,Not Offered,Pending,18,18.28
2514,Data Analyst,Company Website,2024-04-06,Rejected,Passed,Passed,Offered,No,47,16.4
2515,Software Engineer,Campus,2024-11-02,Passed,Passed,Passed,Offered,Yes,42,12.04
2516,Data Analyst,Campus,2024-04-27,Passed,Passed,Pending,Not Offered,Pending,58,5.96
2517,Software Engineer,Naukri,2024-02-05,Passed,Rejected,Rejected,Not Offered,Pending,41,13.09
2518,Software Engineer,Naukri,2024-12-02,Passed,Rejected,Rejected,Not Offered,Pending,45,9.03
2519,Software Engineer,Campus,2024-12-24,Passed,Rejected,Rejected,Offered,No,46,3.63
2520,Data Analyst,Campus,2024-10-16,Passed,Rejected,Pending,Not Offered,Pending,48,14.72
2521,Software Engineer,Naukri,2024-10-30,Passed,Rejected,Passed,Not Offered,No,34,7.35
2522,Data Analyst,Referral,2024-12-25,Rejected,Passed,Rejected,Not Offered,No,49,6.98
2523,Software Engineer,Naukri,2024-12-12,Rejected,Passed,Rejected,Not Offered,No,14,14.28
2524,HR Executive,Referral,2024-05-03,Passed,Rejected,Passed,Not Offered,Yes,5,17.81
2525,Software Engineer,Referral,2024-02-09,Rejected,Passed,Rejected,Not Offered,Pending,43,7.79
2526,Data Scientist,Naukri,2024-05-20,Passed,Passed,Pending,Offered,Yes,32,16.22
2527,Software Engineer,LinkedIn,2024-01-26,Passed,Passed,Rejected,Not Offered,No,58,18.06
2528,Business Analyst,Campus,2024-05-21,Rejected,Rejected,Pending,Offered,No,49,6.59
2529,Software Engineer,Company Website,2024-12-17,Passed,Passed,Rejected,Not Offered,Pending,23,18.6
2530,Data Scientist,Naukri,2024-12-01,Rejected,Rejected,Pending,Not Offered,Yes,34,7.81
2531,Data Scientist,Referral,2024-02-26,Passed,Passed,Pending,Not Offered,No,24,6.7
2532,Data Analyst,Naukri,2024-05-29,Rejected,Not Attended,Rejected,Not Offered,No,56,9.13
2533,HR Executive,Campus,2024-07-23,Rejected,Passed,Pending,Offered,Yes,24,6.88
2534,Software Engineer,Referral,2024-03-16,Passed,Rejected,Rejected,Not Offered,Pending,27,12.73
2535,Data Analyst,Company Website,2024-10-11,Passed,Passed,Rejected,Not Offered,No,35,11.04
2536,HR Executive,Company Website,2024-07-28,Passed,Passed,Rejected,Not Offered,Yes,36,14.39
2537,Software Engineer,Company Website,2024-09-14,Passed,Not Attended,Passed,Not Offered,Pending,51,15.31
2538,Business Analyst,LinkedIn,2024-09-15,Passed,Passed,Pending,Not Offered,Yes,56,4.39
2539,Software Engineer,Referral,2024-07-02,Rejected,Passed,Passed,Not Offered,Pending,30,5.61
2540,Data Scientist,Referral,2024-11-23,Passed,Rejected,Rejected,Not Offered,Pending,18,16.42
2541,Data Scientist,LinkedIn,2024-01-11,Rejected,Passed,Passed,Offered,Yes,10,4.13
2542,Business Analyst,Referral,2024-06-08,Rejected,Rejected,Rejected,Not Offered,No,37,14.2
2543,Data Analyst,LinkedIn,2024-09-16,Passed,Passed,Pending,Not Offered,Pending,12,14.28
2544,HR Executive,Naukri,2024-03-28,Passed,Passed,Pending,Not Offered,Pending,8,15.53
2545,Software Engineer,Campus,2024-07-02,Passed,Rejected,Rejected,Offered,Pending,17,6.72
2546,Data Scientist,Company Website,2024-01-16,Passed,Rejected,Rejected,Offered,Pending,39,5.57
2547,Data Analyst,LinkedIn,2024-08-31,Passed,Passed,Rejected,Not Offered,No,33,10.65
2548,Business Analyst,LinkedIn,2024-03-26,Passed,Rejected,Passed,Not Offered,Yes,29,3.73
2549,Data Scientist,LinkedIn,2024-07-17,Passed,Rejected,Passed,Not Offered,Yes,38,17.31
2550,Business Analyst,Naukri,2024-01-10,Passed,Rejected,Rejected,Not Offered,Pending,15,15.69
2551,Software Engineer,LinkedIn,2024-06-12,Rejected,Passed,Pending,Not Offered,Pending,42,18.04
2552,HR Executive,Campus,2024-01-24,Rejected,Passed,Rejected,Not Offered,No,33,4.19
2553,Data Scientist,Campus,2024-03-04,Passed,Passed,Rejected,Offered,No,49,18.65
2554,Data Scientist,Company Website,2024-11-07,Passed,Passed,Pending,Not Offered,Pending,26,15.86
2555,Software Engineer,Naukri,2024-08-25,Rejected,Passed,Rejected,Offered,No,58,4.92
2556,Data Analyst,Campus,2024-12-10,Rejected,Passed,Passed,Not Offered,No,38,4.78
2557,HR Executive,Referral,2024-08-25,Passed,Not Attended,Passed,Not Offered,No,50,18.3
2558,Data Scientist,Referral,2024-01-22,Passed,Rejected,Passed,Not Offered,Yes,15,10.92
2559,HR Executive,Referral,2024-06-28,Passed,Passed,Pending,Offered,No,32,19.98
2560,Data Scientist,LinkedIn,2024-11-01,Passed,Rejected,Passed,Not Offered,No,59,13.8
2561,HR Executive,LinkedIn,2024-02-16,Passed,Rejected,Pending,Offered,Yes,12,14.69
2562,Business Analyst,Referral,2024-10-05,Passed,Passed,Pending,Not Offered,Pending,28,10.95
2563,Data Scientist,Company Website,2024-08-11,Passed,Passed,Passed,Not Offered,Pending,14,10.43
2564,HR Executive,Company Website,2024-08-05,Passed,Passed,Passed,Offered,Pending,19,16.63
2565,Data Analyst,LinkedIn,2024-08-24,Passed,Rejected,Rejected,Not Offered,Pending,49,10.63
2566,Business Analyst,Referral,2024-07-22,Passed,Passed,Passed,Not Offered,Pending,43,11.47
2567,Business Analyst,Company Website,2024-12-04,Rejected,Passed,Rejected,Not Offered,Yes,43,9.65
2568,Data Analyst,LinkedIn,2024-01-19,Passed,Passed,Rejected,Not Offered,No,25,6.34
2569,HR Executive,Referral,2024-06-28,Rejected,Rejected,Rejected,Not Offered,Yes,40,17.43
2570,Software Engineer,Naukri,2024-06-10,Passed,Rejected,Pending,Not Offered,No,40,6.75
2571,Data Analyst,Referral,2024-10-11,Passed,Passed,Passed,Not Offered,Yes,54,8.13
2572,HR Executive,Referral,2024-03-01,Passed,Passed,Passed,Offered,Pending,52,13.08
2573,Data Analyst,Campus,2024-03-25,Passed,Rejected,Pending,Not Offered,Pending,24,8.54
2574,Data Analyst,Campus,2024-02-04,Passed,Not Attended,Passed,Offered,Yes,59,9.01
2575,Data Scientist,Naukri,2024-01-05,Passed,Rejected,Passed,Offered,Pending,17,3.07
2576,HR Executive,Naukri,2024-03-16,Rejected,Not Attended,Pending,Offered,Yes,6,16.62
2577,Software Engineer,Referral,2024-09-09,Rejected,Passed,Passed,Offered,No,51,11.41
2578,Data Scientist,Company Website,2024-01-07,Passed,Passed,Passed,Offered,No,31,6.34
2579,Data Analyst,Naukri,2024-06-17,Rejected,Rejected,Rejected,Offered,Pending,11,15.11
2580,Data Analyst,Referral,2024-05-09,Passed,Passed,Passed,Not Offered,Pending,45,14.15
2581,Data Analyst,LinkedIn,2024-05-17,Passed,Passed,Rejected,Offered,Yes,30,9.4
2582,HR Executive,Campus,2024-12-23,Passed,Passed,Rejected,Not Offered,Pending,34,12.83
2583,HR Executive,Company Website,2024-10-26,Passed,Passed,Rejected,Not Offered,No,23,14.33
2584,Data Scientist,Referral,2024-11-21,Passed,Passed,Passed,Not Offered,No,44,4.05
2585,Software Engineer,LinkedIn,2024-03-31,Passed,Not Attended,Pending,Not Offered,No,25,10.1
2586,Data Scientist,Campus,2024-06-11,Passed,Passed,Passed,Not Offered,Pending,30,11.92
2587,Business Analyst,LinkedIn,2024-11-13,Passed,Passed,Rejected,Not Offered,No,14,15.3
2588,Data Analyst,Referral,2024-09-09,Passed,Passed,Pending,Offered,Yes,40,9.49
2589,Data Analyst,Naukri,2024-07-19,Passed,Not Attended,Rejected,Not Offered,No,48,5.9
2590,Data Analyst,Campus,2024-01-20,Passed,Rejected,Passed,Not Offered,No,31,4.52
2591,Data Scientist,LinkedIn,2024-08-16,Passed,Passed,Passed,Not Offered,No,12,16.76
2592,Data Scientist,Naukri,2024-06-11,Rejected,Passed,Pending,Not Offered,Pending,30,11.15
2593,Data Analyst,Company Website,2024-06-13,Passed,Rejected,Pending,Not Offered,Yes,5,6.9
2594,Data Scientist,Referral,2024-08-19,Passed,Passed,Pending,Offered,Pending,27,16.68
2595,HR Executive,Referral,2024-11-23,Passed,Not Attended,Rejected,Not Offered,Pending,13,16.8
2596,HR Executive,Campus,2024-08-25,Rejected,Rejected,Passed,Not Offered,Yes,35,14.07
2597,Data Scientist,LinkedIn,2024-04-29,Passed,Passed,Passed,Not Offered,No,11,5.04
2598,Data Analyst,Company Website,2024-12-16,Passed,Not Attended,Pending,Not Offered,No,13,8.16
2599,Data Scientist,Campus,2024-04-16,Passed,Passed,Rejected,Not Offered,No,11,18.0
2600,Data Scientist,Campus,2024-09-06,Rejected,Passed,Passed,Not Offered,No,32,5.07
2601,Data Scientist,LinkedIn,2024-12-01,Passed,Passed,Rejected,Not Offered,No,38,14.91
2602,Business Analyst,Company Website,2024-10-10,Passed,Rejected,Passed,Not Offered,Pending,57,7.35
2603,HR Executive,LinkedIn,2024-07-16,Passed,Passed,Passed,Not Offered,No,56,3.58
2604,Software Engineer,Referral,2024-08-07,Passed,Passed,Rejected,Not Offered,No,20,14.71
2605,Software Engineer,Naukri,2024-05-30,Passed,Passed,Passed,Offered,No,14,7.5
2606,Business Analyst,Referral,2024-10-12,Rejected,Not Attended,Passed,Not Offered,Pending,28,15.63
2607,Data Scientist,Referral,2024-09-21,Passed,Passed,Rejected,Not Offered,Pending,14,9.24
2608,Business Analyst,Campus,2024-08-07,Passed,Passed,Rejected,Not Offered,Yes,50,6.73
2609,Business Analyst,Referral,2024-08-03,Passed,Rejected,Passed,Offered,No,33,18.47
2610,Data Analyst,Company Website,2024-11-10,Passed,Rejected,Passed,Not Offered,No,29,9.04
2611,HR Executive,Referral,2024-06-04,Passed,Not Attended,Pending,Not Offered,Pending,45,18.55
2612,Software Engineer,Company Website,2024-08-03,Passed,Passed,Passed,Offered,No,34,19.34
2613,Data Scientist,LinkedIn,2024-11-30,Passed,Not Attended,Passed,Not Offered,Pending,55,9.91
2614,Software Engineer,Campus,2024-12-24,Passed,Passed,Passed,Offered,Pending,23,15.21
2615,Software Engineer,Company Website,2024-04-23,Passed,Passed,Passed,Not Offered,Yes,57,9.74
2616,HR Executive,Referral,2024-06-09,Rejected,Not Attended,Rejected,Offered,Pending,35,14.16
2617,Software Engineer,Campus,2024-10-29,Passed,Rejected,Pending,Not Offered,Pending,34,16.12
2618,Software Engineer,Campus,2024-04-07,Rejected,Rejected,Rejected,Not Offered,Pending,38,13.85
2619,Business Analyst,Company Website,2024-06-05,Passed,Not Attended,Pending,Not Offered,Pending,32,7.92
2620,HR Executive,Company Website,2024-06-10,Passed,Rejected,Pending,Not Offered,No,56,8.24
2621,Data Analyst,Naukri,2024-02-11,Passed,Passed,Passed,Not Offered,No,23,17.65
2622,Data Scientist,Naukri,2024-06-28,Passed,Not Attended,Rejected,Not Offered,No,15,12.59
2623,Software Engineer,Campus,2024-10-29,Passed,Passed,Rejected,Not Offered,No,32,18.33
2624,Data Scientist,Naukri,2024-11-25,Rejected,Rejected,Passed,Not Offered,No,10,10.12
2625,Data Analyst,Referral,2024-02-20,Rejected,Passed,Pending,Not Offered,Pending,21,7.48
2626,Data Scientist,LinkedIn,2024-09-08,Passed,Passed,Pending,Offered,Yes,41,13.34
2627,Data Analyst,Campus,2024-12-15,Rejected,Rejected,Rejected,Offered,No,31,18.13
2628,Business Analyst,LinkedIn,2024-04-29,Passed,Passed,Passed,Not Offered,Pending,47,11.52
2629,Software Engineer,Naukri,2024-03-15,Rejected,Rejected,Passed,Not Offered,Pending,40,7.72
2630,Data Analyst,Company Website,2024-06-10,Passed,Not Attended,Passed,Not Offered,Pending,5,6.77
2631,Data Scientist,Campus,2024-05-28,Rejected,Passed,Passed,Not Offered,Yes,20,10.64
2632,Software Engineer,Naukri,2024-05-02,Passed,Rejected,Pending,Not Offered,No,8,17.52
2633,Business Analyst,Referral,2024-05-20,Rejected,Rejected,Passed,Not Offered,Yes,51,7.86
2634,Software Engineer,Campus,2024-06-30,Passed,Rejected,Rejected,Not Offered,Pending,27,12.41
2635,Data Analyst,Campus,2024-10-03,Passed,Rejected,Passed,Not Offered,Pending,36,5.94
2636,Business Analyst,Company Website,2024-09-13,Passed,Passed,Pending,Offered,Yes,7,15.63
2637,Data Scientist,Campus,2024-11-20,Rejected,Passed,Pending,Not Offered,Pending,48,10.81
2638,Business Analyst,Company Website,2024-09-01,Passed,Passed,Pending,Not Offered,Pending,25,7.06
2639,Business Analyst,Naukri,2024-03-26,Passed,Passed,Rejected,Not Offered,No,28,15.83
2640,HR Executive,Referral,2024-03-11,Passed,Rejected,Passed,Not Offered,Pending,19,15.38
2641,Business Analyst,Referral,2024-09-25,Rejected,Passed,Passed,Offered,Yes,15,3.57
2642,Business Analyst,Campus,2024-06-28,Passed,Not Attended,Rejected,Offered,Yes,7,10.51
2643,Software Engineer,Campus,2024-10-05,Passed,Rejected,Pending,Offered,Pending,23,13.08
2644,Data Scientist,Naukri,2024-05-28,Rejected,Passed,Rejected,Offered,Pending,47,7.35
2645,Software Engineer,Company Website,2024-01-06,Passed,Passed,Rejected,Not Offered,Pending,12,3.96
2646,Software Engineer,Referral,2024-05-27,Passed,Rejected,Pending,Not Offered,No,55,7.83
2647,Data Analyst,Company Website,2024-11-27,Passed,Rejected,Rejected,Offered,Yes,38,17.74
2648,Software Engineer,Naukri,2024-06-16,Rejected,Not Attended,Rejected,Offered,No,38,8.77
2649,HR Executive,Referral,2024-01-09,Passed,Passed,Passed,Not Offered,Pending,48,16.37
2650,HR Executive,Referral,2024-06-26,Passed,Passed,Passed,Not Offered,Yes,44,14.94
2651,Data Analyst,LinkedIn,2024-10-10,Rejected,Not Attended,Pending,Not Offered,No,42,19.3
2652,Data Scientist,Naukri,2024-04-25,Passed,Passed,Pending,Not Offered,No,30,17.82
2653,Data Scientist,Naukri,2024-04-05,Rejected,Rejected,Rejected,Not Offered,No,7,19.01
2654,Software Engineer,LinkedIn,2024-11-26,Passed,Passed,Rejected,Not Offered,Yes,36,3.4
2655,Software Engineer,Company Website,2024-12-09,Passed,Rejected,Passed,Not Offered,Pending,47,8.05
2656,Software Engineer,LinkedIn,2024-02-25,Passed,Passed,Rejected,Offered,Yes,52,17.84
2657,Data Scientist,Naukri,2024-07-25,Passed,Rejected,Passed,Not Offered,Pending,47,9.34
2658,Business Analyst,Company Website,2024-04-14,Passed,Rejected,Pending,Offered,No,14,3.9
2659,HR Executive,Referral,2024-02-04,Passed,Not Attended,Rejected,Not Offered,No,14,18.79
2660,Business Analyst,LinkedIn,2024-07-27,Rejected,Passed,Rejected,Offered,No,53,10.68
2661,Business Analyst,Company Website,2024-10-07,Passed,Passed,Passed,Not Offered,Pending,15,3.88
2662,Data Scientist,Company Website,2024-12-20,Rejected,Passed,Rejected,Not Offered,Pending,58,7.82
2663,Business Analyst,Company Website,2024-05-26,Passed,Not Attended,Passed,Offered,Pending,18,17.55
2664,Data Analyst,LinkedIn,2024-10-13,Passed,Rejected,Passed,Offered,Pending,35,16.42
2665,Software Engineer,Referral,2024-03-21,Rejected,Rejected,Rejected,Not Offered,Yes,13,19.95
2666,Data Analyst,Company Website,2024-02-19,Passed,Passed,Rejected,Not Offered,No,52,10.48
2667,HR Executive,LinkedIn,2024-03-27,Rejected,Passed,Passed,Not Offered,No,10,8.14
2668,Software Engineer,Naukri,2024-07-09,Passed,Passed,Pending,Not Offered,No,53,5.26
2669,Business Analyst,LinkedIn,2024-10-29,Passed,Passed,Rejected,Offered,No,58,8.07
2670,HR Executive,LinkedIn,2024-01-01,Passed,Rejected,Rejected,Not Offered,No,58,6.39
2671,Software Engineer,LinkedIn,2024-05-17,Passed,Passed,Rejected,Not Offered,No,39,14.36
2672,Business Analyst,Company Website,2024-05-15,Passed,Rejected,Rejected,Not Offered,Yes,38,16.03
2673,Data Analyst,LinkedIn,2024-12-27,Rejected,Not Attended,Rejected,Not Offered,No,47,16.66
2674,Software Engineer,Naukri,2024-06-02,Passed,Not Attended,Pending,Not Offered,Pending,22,15.79
2675,Business Analyst,Company Website,2024-06-10,Passed,Rejected,Pending,Not Offered,No,27,11.34
2676,Data Analyst,Naukri,2024-01-19,Rejected,Passed,Rejected,Not Offered,No,34,9.67
2677,HR Executive,Campus,2024-11-23,Rejected,Rejected,Rejected,Offered,Pending,7,4.7
2678,HR Executive,LinkedIn,2024-08-30,Passed,Passed,Passed,Not Offered,Pending,19,12.84
2679,HR Executive,Company Website,2024-05-08,Passed,Passed,Passed,Offered,Pending,41,10.7
2680,HR Executive,Company Website,2024-06-24,Passed,Rejected,Rejected,Offered,Yes,47,7.14
2681,Data Scientist,LinkedIn,2024-10-06,Passed,Not Attended,Pending,Offered,Pending,7,16.64
2682,Software Engineer,Referral,2024-03-24,Passed,Passed,Rejected,Not Offered,No,19,15.09
2683,Software Engineer,Referral,2024-08-09,Rejected,Passed,Rejected,Not Offered,No,7,12.66
2684,Data Scientist,Naukri,2024-11-20,Passed,Rejected,Passed,Offered,Pending,33,6.41
2685,Business Analyst,LinkedIn,2024-05-24,Passed,Passed,Rejected,Not Offered,No,35,12.69
2686,Business Analyst,LinkedIn,2024-04-15,Rejected,Rejected,Rejected,Offered,No,11,6.47
2687,HR Executive,Campus,2024-11-20,Passed,Passed,Pending,Offered,Pending,11,15.45
2688,Data Analyst,Referral,2024-01-11,Rejected,Passed,Passed,Not Offered,Pending,59,5.93
2689,Business Analyst,Referral,2024-06-14,Passed,Rejected,Rejected,Offered,Pending,15,15.57
2690,Data Analyst,LinkedIn,2024-07-14,Passed,Not Attended,Pending,Offered,Pending,52,12.19
2691,Software Engineer,Naukri,2024-08-18,Rejected,Rejected,Pending,Offered,Pending,32,19.6
2692,Data Analyst,LinkedIn,2024-05-26,Passed,Not Attended,Pending,Offered,No,40,10.94
2693,Software Engineer,Naukri,2024-12-24,Rejected,Passed,Passed,Not Offered,No,47,7.08
2694,Data Scientist,Referral,2024-08-25,Passed,Not Attended,Pending,Offered,No,50,17.27
2695,Data Scientist,Campus,2024-01-13,Rejected,Passed,Pending,Not Offered,No,44,12.87
2696,HR Executive,Company Website,2024-08-06,Passed,Not Attended,Pending,Not Offered,Pending,29,12.13
2697,Business Analyst,Referral,2024-09-13,Passed,Passed,Pending,Not Offered,Yes,21,4.79
2698,HR Executive,Naukri,2024-01-02,Passed,Passed,Pending,Not Offered,Pending,59,9.47
2699,Software Engineer,LinkedIn,2024-07-28,Passed,Passed,Passed,Offered,Pending,54,3.08
2700,HR Executive,Referral,2024-12-30,Passed,Rejected,Passed,Not Offered,No,42,6.66
2701,Data Analyst,Campus,2024-08-12,Passed,Passed,Rejected,Not Offered,No,25,11.93
2702,Software Engineer,Naukri,2024-07-12,Passed,Not Attended,Rejected,Offered,Yes,56,11.05
2703,Data Scientist,LinkedIn,2024-07-14,Passed,Passed,Passed,Not Offered,No,24,12.65
2704,Business Analyst,Company Website,2024-09-16,Rejected,Passed,Rejected,Not Offered,Yes,14,17.76
2705,Software Engineer,Naukri,2024-02-26,Passed,Passed,Passed,Offered,Pending,10,7.42
2706,Software Engineer,LinkedIn,2024-04-22,Passed,Passed,Passed,Offered,No,16,14.51
2707,Data Analyst,Company Website,2024-07-31,Passed,Rejected,Passed,Not Offered,No,21,12.37
2708,Business Analyst,LinkedIn,2024-10-05,Passed,Rejected,Passed,Not Offered,Yes,49,16.95
2709,Data Scientist,Company Website,2024-08-31,Rejected,Not Attended,Pending,Not Offered,No,37,7.54
2710,Software Engineer,Company Website,2024-04-26,Passed,Passed,Pending,Not Offered,Pending,40,19.83
2711,Software Engineer,Company Website,2024-03-27,Passed,Not Attended,Rejected,Offered,Pending,52,14.29
2712,Data Analyst,LinkedIn,2024-09-19,Passed,Passed,Rejected,Not Offered,No,23,3.69
2713,HR Executive,Company Website,2024-10-26,Rejected,Not Attended,Passed,Not Offered,Pending,9,3.08
2714,Data Scientist,Naukri,2024-04-22,Passed,Passed,Rejected,Not Offered,No,49,17.75
2715,Business Analyst,Campus,2024-06-12,Rejected,Rejected,Pending,Offered,No,46,7.45
2716,Software Engineer,Campus,2024-01-04,Passed,Rejected,Rejected,Offered,No,33,7.03
2717,Software Engineer,Company Website,2024-04-27,Rejected,Passed,Passed,Not Offered,Yes,41,12.35
2718,Data Scientist,Campus,2024-01-23,Passed,Passed,Pending,Offered,No,52,5.88
2719,HR Executive,Campus,2024-08-20,Rejected,Rejected,Pending,Not Offered,Pending,34,7.91
2720,Software Engineer,Company Website,2024-03-30,Passed,Passed,Passed,Offered,No,5,11.77
2721,Data Scientist,Company Website,2024-09-11,Passed,Rejected,Passed,Not Offered,Pending,16,19.69
2722,Data Analyst,Naukri,2024-04-01,Rejected,Rejected,Passed,Not Offered,No,19,5.6
2723,HR Executive,Referral,2024-06-03,Passed,Rejected,Passed,Not Offered,Pending,9,3.71
2724,Business Analyst,LinkedIn,2024-11-02,Passed,Not Attended,Pending,Not Offered,Pending,42,15.04
2725,Software Engineer,Company Website,2024-04-24,Rejected,Passed,Pending,Offered,Yes,15,13.48
2726,Data Scientist,Company Website,2024-07-25,Passed,Passed,Rejected,Offered,Yes,24,8.33
2727,Data Analyst,Campus,2024-03-21,Passed,Passed,Pending,Not Offered,Pending,33,7.75
2728,Business Analyst,Naukri,2024-04-12,Passed,Rejected,Rejected,Not Offered,No,18,17.75
2729,Data Scientist,Campus,2024-03-20,Passed,Not Attended,Passed,Offered,Yes,30,8.46
2730,Data Scientist,Company Website,2024-04-12,Rejected,Not Attended,Rejected,Not Offered,Pending,38,13.08
2731,Business Analyst,Company Website,2024-08-27,Passed,Not Attended,Pending,Offered,Pending,14,10.23
2732,Data Analyst,Campus,2024-09-21,Passed,Not Attended,Pending,Offered,Pending,31,11.97
2733,Data Analyst,Company Website,2024-02-02,Passed,Not Attended,Passed,Offered,Pending,48,18.1
2734,HR Executive,Referral,2024-02-04,Passed,Passed,Rejected,Offered,Yes,45,10.61
2735,Software Engineer,LinkedIn,2024-09-05,Rejected,Not Attended,Passed,Not Offered,Yes,45,17.03
2736,Business Analyst,LinkedIn,2024-02-19,Rejected,Rejected,Pending,Not Offered,Pending,29,13.24
2737,Business Analyst,LinkedIn,2024-10-06,Passed,Passed,Rejected,Not Offered,No,14,9.18
2738,Business Analyst,Referral,2024-08-29,Passed,Passed,Passed,Not Offered,Yes,43,3.42
2739,Data Analyst,Company Website,2024-05-31,Rejected,Passed,Pending,Offered,Pending,36,14.35
2740,Software Engineer,Campus,2024-05-26,Passed,Rejected,Rejected,Offered,No,38,14.84
2741,HR Executive,Naukri,2024-02-08,Passed,Rejected,Passed,Not Offered,Pending,27,19.88
2742,Data Scientist,Company Website,2024-07-07,Passed,Passed,Pending,Not Offered,No,37,15.09
2743,Data Scientist,Referral,2024-01-25,Passed,Rejected,Passed,Offered,Yes,36,16.94
2744,Business Analyst,Referral,2024-08-31,Rejected,Passed,Passed,Not Offered,Pending,26,5.84
2745,Software Engineer,LinkedIn,2024-08-10,Passed,Not Attended,Passed,Not Offered,Pending,26,15.97
2746,Data Analyst,Company Website,2024-08-17,Rejected,Rejected,Passed,Not Offered,Yes,57,8.98
2747,Software Engineer,LinkedIn,2024-06-01,Passed,Not Attended,Rejected,Offered,Pending,27,19.66
2748,Software Engineer,Naukri,2024-10-14,Passed,Passed,Rejected,Offered,Yes,23,10.68
2749,Data Analyst,LinkedIn,2024-04-17,Rejected,Not Attended,Rejected,Not Offered,No,27,10.9
2750,Business Analyst,Naukri,2024-02-02,Rejected,Passed,Passed,Offered,No,26,11.46
2751,Software Engineer,Referral,2024-12-28,Rejected,Passed,Passed,Not Offered,No,34,8.23
2752,Data Scientist,LinkedIn,2024-04-20,Passed,Passed,Rejected,Not Offered,No,23,9.45
2753,Data Analyst,LinkedIn,2024-04-30,Rejected,Rejected,Rejected,Not Offered,Pending,26,9.67
2754,HR Executive,Campus,2024-01-16,Passed,Not Attended,Passed,Offered,Pending,5,11.72
2755,Business Analyst,Referral,2024-08-14,Passed,Rejected,Passed,Not Offered,Pending,38,5.4
2756,Data Analyst,Campus,2024-01-11,Passed,Not Attended,Passed,Offered,Pending,30,13.16
2757,HR Executive,Naukri,2024-07-21,Passed,Passed,Passed,Not Offered,Pending,8,12.16
2758,HR Executive,Naukri,2024-07-20,Rejected,Passed,Passed,Not Offered,No,52,19.7
2759,Software Engineer,Referral,2024-04-07,Passed,Rejected,Pending,Offered,No,49,17.87
2760,Software Engineer,Naukri,2024-04-25,Passed,Passed,Passed,Not Offered,No,16,10.86
